,full_name,selling_price,year,km_driven,fuel_type,transmission_type,company
376,Maruti Ertiga ZDI,500000,2014,40000,Diesel,Manual,Maruti
377,Audi Q7 2006-2020,2000000,2012,98000,Diesel,Automatic,Audi
378,Maruti Swift Dzire,380000,2013,113450,Diesel,Manual,Maruti
379,Maruti Wagon R,400000,2018,80000,Petrol,Automatic,Maruti
380,Hyundai Santro Sportz,565000,2020,1000,Petrol,Automatic,Hyundai
381,Maruti Wagon R,335000,2015,20292,Petrol,Manual,Maruti
382,Mahindra Scorpio 2009-2014,300000,2010,67900,Diesel,Manual,Mahindra
383,Chevrolet Beat Diesel,200000,2012,70000,Diesel,Manual,Chevrolet
384,Mahindra Scorpio 1.99,1051000,2015,40000,Diesel,Manual,Mahindra
385,Hyundai Grand i10,509999,2017,60000,Diesel,Manual,Hyundai
386,Renault KWID Climber,370000,2018,25000,Petrol,Automatic,Renault
387,Maruti Wagon R,200000,2006,70000,Petrol,Manual,Maruti
388,Maruti Baleno Delta,625000,2018,21000,Diesel,Manual,Maruti
389,Mahindra Scorpio S7,1290000,2018,39000,Diesel,Manual,Mahindra
390,Hyundai Creta 1.6,890000,2017,30000,Petrol,Manual,Hyundai
391,Hyundai Verna 1.6,420000,2012,61000,Diesel,Manual,Hyundai
392,Maruti Swift LXI,500000,2017,5743,Petrol,Manual,Maruti
393,Nissan Terrano XL,750000,2017,44000,Diesel,Manual,Nissan
394,Hyundai Grand i10,600000,2018,24200,Petrol,Manual,Hyundai
395,Maruti Baleno Delta,590000,2017,57000,Diesel,Manual,Maruti
396,Hyundai i10 Magna,190000,2011,58000,Petrol,Manual,Hyundai
397,Datsun GO Plus,500000,2017,15000,Petrol,Manual,Datsun
398,Maruti Celerio ZXI,450000,2017,10000,Petrol,Manual,Maruti
399,Mahindra NuvoSport N8,550000,2016,70000,Diesel,Manual,Mahindra
400,Chevrolet Beat LT,170000,2011,65000,Petrol,Manual,Chevrolet
401,Mahindra XUV500 W6,650000,2015,100000,Diesel,Manual,Mahindra
402,BMW Z4 M40i,8250000,2020,2000,Petrol,Automatic,BMW
403,Maruti Wagon R,500000,2020,10000,Petrol,Manual,Maruti
404,Hyundai Xcent 1.2,500000,2015,10000,Petrol,Automatic,Hyundai
405,Maruti Alto LXi,140000,2009,43000,Petrol,Manual,Maruti
406,Honda Amaze S,349000,2013,64000,CNG,Manual,Honda
407,Maruti Wagon R,325000,2014,30000,Petrol,Manual,Maruti
408,Honda City i,434999,2014,63000,Petrol,Manual,Honda
409,Maruti Celerio VXI,455000,2018,28000,CNG,Manual,Maruti
410,Land Rover Discovery,6200000,2018,25000,Petrol,Automatic,Land
411,Honda City i,755000,2017,32226,Petrol,Manual,Honda
412,Renault Koleos 2.0,650000,2013,63432,Diesel,Automatic,Renault
413,Audi A3 cabriolet,4000000,2018,8000,Petrol,Automatic,Audi
414,Honda Brio V,250000,2013,80000,Petrol,Manual,Honda
415,Maruti Alto K10,245000,2014,65000,Petrol,Manual,Maruti
416,Kia Seltos HTK,1350000,2019,14000,Diesel,Manual,Kia
417,Tata Indigo LX,215000,2013,90760,Diesel,Manual,Tata
418,Tata Indigo LX,400000,2016,80000,Diesel,Manual,Tata
419,Renault KWID AMT,310000,2018,15000,Petrol,Automatic,Renault
420,Toyota Fortuner 4X2,1235000,2012,85000,Petrol,Automatic,Toyota
421,Renault Captur 1.5,1265000,2018,12851,Diesel,Manual,Renault
422,BMW 6 Series,5500000,2018,30000,Petrol,Automatic,BMW
423,Toyota Land Cruiser,9200000,2016,80000,Petrol,Automatic,Toyota
424,Maruti Swift Dzire,675000,2018,32000,Diesel,Manual,Maruti
425,Maruti Wagon R,500000,2019,30000,Petrol,Manual,Maruti
426,Hyundai i10 Sportz,300000,2010,25000,Petrol,Manual,Hyundai
427,Mahindra Scorpio S10,1450000,2016,35000,Diesel,Automatic,Mahindra
428,Mahindra Scorpio VLX,530000,2013,140000,Diesel,Manual,Mahindra
429,Ford Ecosport 1.5,575000,2014,65597,Diesel,Manual,Ford
430,Hyundai Santro Xing,240000,2012,61785,CNG,Manual,Hyundai
431,Hyundai i20 2015-2017,550000,2017,35000,Petrol,Manual,Hyundai
432,Maruti Ciaz VDi,500000,2014,160000,Diesel,Manual,Maruti
433,Maruti Baleno Delta,643000,2020,7124,Petrol,Manual,Maruti
434,Ford Ecosport 2015-2021,1000000,2019,15000,Petrol,Manual,Ford
435,Hyundai Xcent 1.2,611000,2018,22979,Diesel,Manual,Hyundai
436,Toyota Etios Liva,310000,2014,150000,Diesel,Manual,Toyota
437,Hyundai Grand i10,550000,2016,34000,Petrol,Manual,Hyundai
438,Renault Scala Diesel,350000,2015,42000,Diesel,Manual,Renault
439,Volkswagen Vento Diesel,300000,2011,280000,Diesel,Manual,Volkswagen
440,Tata Tigor 1.2,470000,2018,40000,Petrol,Manual,Tata
441,Honda City i,525000,2014,77000,Diesel,Manual,Honda
442,Datsun GO Plus,469000,2017,15000,Petrol,Manual,Datsun
443,Maruti Alto K10,210000,2012,60000,Petrol,Manual,Maruti
444,Maruti Alto 800,200000,2013,120000,Petrol,Manual,Maruti
445,Renault KWID 1.0,400000,2019,2500,Petrol,Manual,Renault
446,Jaguar XF 2.2,2150000,2013,50000,Diesel,Automatic,Jaguar
447,Maruti Celerio ZXI,340000,2016,46500,Petrol,Manual,Maruti
448,Maruti Alto LXi,95000,2005,5000,Petrol,Manual,Maruti
449,Audi Q3 35,2050000,2015,69000,Diesel,Automatic,Audi
450,Maruti Swift VDI,381000,2012,68000,Diesel,Manual,Maruti
451,Mercedes-Benz C-Class C,775000,2011,45000,Diesel,Automatic,Mercedes-Benz
452,Maruti Swift Dzire,700000,2017,20000,Diesel,Manual,Maruti
453,Maruti Ciaz Alpha,675000,2017,106000,Diesel,Manual,Maruti
454,Honda City i,670000,2015,28000,Petrol,Automatic,Honda
455,Mahindra XUV500 W6,1050000,2018,50000,Diesel,Manual,Mahindra
456,Renault Scala Diesel,315000,2014,70000,Diesel,Manual,Renault
457,BMW X5 xDrive,7900000,2019,19000,Diesel,Automatic,BMW
458,Honda City 1.5,360000,2011,55000,Petrol,Manual,Honda
459,Ford Figo 1.5D,400000,2017,53000,Diesel,Manual,Ford
460,Hyundai Verna 1.6,470000,2014,89000,Diesel,Manual,Hyundai
461,Maruti Alto 800,304000,2018,22000,Petrol,Manual,Maruti
462,Tata Zest Quadrajet,525000,2018,90000,Diesel,Manual,Tata
463,Honda City i,490000,2014,69000,Diesel,Manual,Honda
464,Mahindra Scorpio 1.99,864000,2016,155000,Diesel,Manual,Mahindra
465,Mahindra XUV500 W6,480000,2013,85000,Diesel,Manual,Mahindra
466,Hyundai Xcent 1.2,350000,2016,50000,Petrol,Manual,Hyundai
467,Maruti Wagon R,575000,2019,3600,Petrol,Automatic,Maruti
468,Mercedes-Benz CLA 200,2850000,2018,15000,Diesel,Automatic,Mercedes-Benz
469,Maruti Baleno Delta,686000,2019,5000,Petrol,Automatic,Maruti
470,Hyundai Santro LP,55000,2002,80000,Petrol,Manual,Hyundai
471,Maruti SX4 Vxi,300000,2007,40000,Petrol,Manual,Maruti
472,Daewoo Matiz SA,103000,2000,120000,Petrol,Manual,Daewoo
473,Toyota Innova 2.5,780000,2015,143000,Diesel,Manual,Toyota
474,Audi A6 35,3490000,2018,24000,Diesel,Automatic,Audi
475,Bentley Mulsanne 6.8,23500000,2012,15000,Petrol,Automatic,MG
476,MG Hector Smart,1698999,2019,28000,Diesel,Manual,Honda
477,Honda Brio 1.2,275000,2016,65000,Petrol,Manual,Maruti
478,Maruti Swift ZDI,800000,2019,44000,Diesel,Manual,Maruti
479,Maruti Baleno Zeta,680000,2018,10000,Petrol,Automatic,Toyota
480,Toyota Fortuner 3.0,1200000,2010,200000,Diesel,Manual,Toyota
481,Toyota Innova 2.5,525000,2012,187031,Diesel,Manual,Ford
482,Ford Ecosport 2015-2021,955000,2019,22346,Petrol,Manual,Hyundai
483,Hyundai i20 1.4,350000,2012,120000,Diesel,Manual,Maruti
484,Maruti Vitara Brezza,800000,2020,1000,Petrol,Manual,Maruti
485,Maruti Alto LX,75000,2005,56700,Petrol,Manual,Mahindra
486,Mahindra XUV500 W6,825000,2015,170000,Diesel,Manual,Mahindra
487,Mahindra Marazzo M8,1476000,2019,60000,Diesel,Manual,Honda
488,Honda Jazz V,670000,2018,40000,Petrol,Automatic,Maruti
489,Maruti Alto LXi,180000,2012,28000,Petrol,Manual,Renault
490,Renault Scala RxL,350000,2014,85000,Petrol,Manual,Hyundai
491,Hyundai Grand i10,490000,2017,35000,Petrol,Manual,Maruti
492,Maruti Baleno Zeta,550000,2017,20000,Petrol,Manual,Hyundai
493,Hyundai i10 Sportz,350000,2014,40000,Petrol,Manual,Toyota
494,Toyota Corolla Altis,245000,2009,65000,Petrol,Manual,Toyota
495,Toyota Innova Crysta,1500000,2019,35000,Diesel,Manual,Hyundai
496,Hyundai EON Era,250000,2013,54417,Petrol,Manual,Ford
497,Ford Figo Diesel,190000,2012,74000,Diesel,Manual,Volkswagen
498,Volkswagen Ameo 1.2,400000,2017,47592,Petrol,Manual,Renault
499,Renault Duster 85PS,459999,2014,46500,Diesel,Manual,Maruti
500,Maruti Swift AMT,650000,2019,8000,Petrol,Automatic,Maruti
501,Maruti Ciaz ZDi,700000,2016,120000,Diesel,Manual,Chevrolet
502,Chevrolet Spark 1.0,120000,2013,100000,Petrol,Manual,Mercedes-Benz
503,Mercedes-Benz GLE Class,3850000,2016,48500,Diesel,Automatic,Maruti
504,Maruti Swift 1.2,455000,2017,34000,Petrol,Manual,Hyundai
505,Hyundai Santro Xing,235000,2013,55000,Petrol,Manual,Tata
506,Tata Indigo LS,160000,2012,88157,Diesel,Manual,Maruti
507,Maruti Swift VXI,365000,2014,54000,Petrol,Manual,Toyota
508,Toyota Etios GD,555000,2016,163000,Diesel,Manual,Maruti
509,Maruti Swift Dzire,470000,2014,11275,Petrol,Manual,Maruti
510,Maruti Ritz VDi,325000,2013,58000,Diesel,Manual,Toyota
511,Toyota Fortuner 2016-2021,2950000,2018,35000,Diesel,Automatic,Nissan
512,Nissan Terrano XL,800000,2015,19000,Diesel,Manual,Maruti
513,Maruti Swift VDI,400000,2012,48000,Diesel,Manual,Renault
514,Renault Duster 85PS,550000,2015,68000,Diesel,Manual,Honda
515,Honda Civic 1.8,1519000,2019,23000,Petrol,Automatic,Maruti
516,Maruti Swift Dzire,740000,2018,31500,Diesel,Automatic,Tata
517,Tata Vista TDI,125000,2013,120000,Diesel,Manual,Honda
518,Honda Brio V,271000,2011,63000,Petrol,Manual,Maruti
519,Maruti Kizashi CVT,425000,2011,63000,Petrol,Automatic,Mahindra
520,Mahindra Supro LX,475000,2018,60000,Diesel,Manual,Honda
521,Honda Amaze S,325000,2013,73000,Diesel,Manual,Hyundai
522,Hyundai Grand i10,600000,2020,10000,Petrol,Automatic,Honda
523,Honda Amaze S,300000,2013,208000,Diesel,Manual,Hyundai
524,Hyundai i10 Sportz,300000,2010,30000,Petrol,Manual,Maruti
525,Maruti Wagon R,345000,2016,83000,CNG,Manual,Mahindra
526,Mahindra Scorpio S3,900000,2018,60000,Diesel,Manual,Mahindra
527,Mahindra XUV500 W10,1025000,2016,83000,Diesel,Manual,Isuzu
528,Isuzu D-Max V-Cross,1450000,2017,58132,Diesel,Manual,Maruti
529,Maruti Swift LXI,400000,2015,34000,Petrol,Manual,Honda
530,Honda Amaze S,367000,2014,45120,Diesel,Manual,Hyundai
531,Hyundai Grand i10,535000,2019,15000,Petrol,Automatic,Maruti
532,Maruti Ertiga VXI,805000,2019,15000,Petrol,Manual,MG
533,MG Hector Hybrid,1488000,2020,1000,Petrol,Manual,Hyundai
534,Hyundai i10 Sportz,250000,2012,64000,Petrol,Manual,Mercedes-Benz
535,Mercedes-Benz E-Class E250,700000,2011,98000,Diesel,Automatic,Maruti
536,Maruti Vitara Brezza,675000,2016,65000,Diesel,Manual,Maruti
537,Maruti Swift DDiS,425000,2015,84000,Diesel,Manual,Maruti
538,Maruti Alto 800,260000,2015,33000,Petrol,Manual,Hyundai
539,Hyundai Xcent 1.2,300000,2014,57368,Petrol,Manual,Honda
540,Honda City i,700000,2016,55670,Petrol,Manual,Maruti
541,Maruti Baleno Delta,560000,2017,50000,Diesel,Manual,Hyundai
542,Hyundai Verna CRDi,155000,2006,148000,Diesel,Manual,Porsche
543,Porsche Cayenne Diesel,5975000,2016,47000,Diesel,Automatic,Maruti
544,Maruti Ertiga VXI,800000,2019,18000,Petrol,Manual,BMW
545,BMW 3 Series,750000,2011,52420,Diesel,Automatic,Hyundai
546,Hyundai Grand i10,350000,2015,10000,Petrol,Manual,Toyota
547,Toyota Innova Crysta,1380000,2016,40000,Diesel,Manual,Chevrolet
548,Chevrolet Beat LT,265000,2015,55000,Petrol,Manual,Mahindra
549,Mahindra Scorpio S10,1000000,2015,50000,Diesel,Manual,Maruti
550,Maruti Ertiga BSIV,700000,2018,50000,Petrol,Manual,Maruti
551,Maruti Swift Dzire,229999,2009,76963,Petrol,Manual,BMW
552,BMW 5 Series,2800000,2016,52890,Diesel,Automatic,Maruti
553,Maruti Alto 800,350000,2016,45000,CNG,Manual,Hyundai
554,Hyundai Xcent 1.2,400000,2017,63000,Petrol,Manual,Maruti
555,Maruti Baleno Alpha,825000,2018,25000,Diesel,Manual,Renault
556,Renault KWID RXL,325000,2018,10103,Petrol,Manual,Skoda
557,Skoda Fabia 1.2,150000,2008,55000,Petrol,Manual,BMW
558,BMW X1 sDrive20d,1675000,2014,24000,Diesel,Automatic,Mahindra
559,Mahindra XUV500 W8,800000,2014,47240,Diesel,Manual,Maruti
560,Maruti Celerio LXI,400000,2019,30000,Petrol,Manual,Toyota
561,Toyota Innova Crysta,1750000,2018,58000,Diesel,Manual,Mercedes-Benz
562,Mercedes-Benz CLA 200,1925000,2016,56000,Diesel,Automatic,Audi
563,Audi A4 2.0,1200000,2013,65000,Diesel,Automatic,Hyundai
564,Hyundai i20 Sportz,535000,2015,35213,Diesel,Manual,Hyundai
565,Hyundai Grand i10,356000,2015,35000,Petrol,Manual,Mahindra
566,Mahindra XUV500 W8,550000,2012,92000,Diesel,Manual,Maruti
567,Maruti Eeco CNG,360000,2018,34500,CNG,Manual,Maruti
568,Maruti Ertiga SHVS,700000,2017,50000,Diesel,Manual,Hyundai
569,Hyundai Grand i10,390000,2016,30000,Petrol,Manual,Toyota
570,Toyota Fortuner 4x2,1245000,2012,51000,Diesel,Automatic,Mahindra
571,Mahindra XUV500 AT,1150000,2017,60000,Diesel,Automatic,Maruti
572,Maruti Wagon R,180000,2011,83000,Petrol,Manual,Skoda
573,Skoda Rapid 1.6,425000,2014,70000,Petrol,Manual,Ford
574,Ford Freestyle Trend,650000,2019,50000,Petrol,Manual,Tata
575,Tata Bolt Revotron,322000,2016,110000,Petrol,Manual,Maruti
576,Maruti Swift ZDi,400000,2012,60000,Diesel,Manual,Honda
577,Honda City 1.5,275000,2009,51000,Petrol,Manual,Nissan
578,Nissan Terrano XL,551000,2015,45665,Diesel,Manual,Maruti
579,Maruti Alto LXi,170000,2011,40000,Petrol,Manual,Skoda
580,Skoda Superb 1.8,235000,2010,100000,Petrol,Manual,Mercedes-Benz
581,Mercedes-Benz C-Class 220,700000,2011,160000,Diesel,Automatic,Maruti
582,Maruti Alto K10,250000,2014,70000,Petrol,Manual,Maruti
583,Maruti Swift VXI,350000,2013,70000,Petrol,Manual,Fiat
584,Fiat Avventura Urban,550000,2017,60000,Diesel,Manual,Chevrolet
585,Chevrolet Spark 1.0,121000,2014,20000,Petrol,Manual,Hyundai
586,Hyundai i20 2015-2017,480000,2016,50000,Petrol,Manual,Maruti
587,Maruti Swift Dzire,690000,2017,30000,Petrol,Automatic,Chevrolet
588,Chevrolet Captiva LT,370000,2008,105000,Diesel,Manual,Maruti
589,Maruti Ciaz ZDi,670000,2015,60000,Diesel,Manual,Maruti
590,Maruti Alto K10,250000,2011,50000,Petrol,Manual,Mahindra
591,Mahindra Scorpio S2,935000,2017,42000,Diesel,Manual,Hyundai
592,Hyundai Verna VTVT,1030000,2019,15000,Petrol,Manual,Maruti
593,Maruti Wagon R,110000,2005,33650,Petrol,Manual,Tata
594,Tata Indigo LS,280000,2015,80000,Diesel,Manual,Maruti
595,Maruti SX4 ZXI,277000,2011,15000,Petrol,Manual,BMW
596,BMW 1 Series,1145000,2013,54000,Diesel,Automatic,Hyundai
597,Hyundai i20 Magna,470000,2015,35000,Petrol,Manual,Maruti
598,Maruti Swift LXI,370000,2015,30000,Petrol,Manual,Honda
599,Honda Brio VX,290000,2013,60000,Petrol,Manual,Maruti
600,Maruti Celerio ZXI,450000,2018,100000,Petrol,Automatic,Maruti
601,Maruti Wagon R,275000,2016,58000,CNG,Manual,Renault
602,Renault Scala Diesel,450000,2013,100000,Diesel,Manual,Maruti
603,Maruti Swift VDI,325000,2013,68000,Diesel,Manual,Maruti
604,Maruti Swift Dzire,731000,2019,4000,Petrol,Automatic,Maruti
605,Maruti Wagon R,380000,2016,60000,Petrol,Manual,Toyota
606,Toyota Platinum Etios,750000,2017,90000,Diesel,Manual,Tata
607,Tata Indica GLS,100000,2007,70000,Petrol,Manual,Tata
608,Tata Nexon 1.5,900000,2018,60000,Diesel,Manual,Honda
609,Honda Amaze S,500000,2016,34000,Petrol,Manual,Datsun
610,Datsun GO A,330000,2017,42000,Petrol,Manual,Tata
611,Tata Hexa XT,1400000,2018,60000,Diesel,Manual,Hyundai
612,Hyundai Verna 1.6,540000,2013,80000,Diesel,Manual,Hyundai
613,Hyundai Xcent 1.2,370000,2015,56000,Petrol,Manual,Mahindra
614,Mahindra Bolero SLX,375000,2008,120000,Diesel,Manual,Toyota
615,Toyota Fortuner 2016-2021,2600000,2016,50000,Petrol,Automatic,Ford
616,Ford Ecosport 2015-2021,725000,2016,35200,Petrol,Automatic,Hyundai
617,Hyundai i20 Petrol,765000,2020,3700,Petrol,Manual,Maruti
618,Maruti Wagon R,380000,2016,25000,Petrol,Manual,Toyota
619,Toyota Fortuner 2016-2021,2625000,2017,64000,Diesel,Automatic,Mahindra
620,Mahindra XUV500 W8,621000,2013,50000,Diesel,Manual,Maruti
621,Maruti Swift Dzire,600000,2019,15000,Petrol,Manual,Mahindra
622,Mahindra XUV300 W8,1130000,2019,30000,Petrol,Manual,Maruti
623,Maruti Swift Dzire,670000,2020,35000,Petrol,Manual,Ford
624,Ford Endeavour 3.2,2875000,2017,62876,Diesel,Automatic,Honda
625,Honda Amaze S,350000,2015,70000,Diesel,Manual,Maruti
626,Maruti Swift Dzire,530000,2015,84003,Diesel,Manual,Mahindra
627,Mahindra Thar CRDe,850000,2017,55000,Diesel,Manual,Maruti
628,Maruti Alto 800,260000,2016,42000,CNG,Manual,Maruti
629,Maruti A Star,245000,2011,45000,Petrol,Automatic,Maruti
630,Maruti Alto K10,229999,2013,31000,Petrol,Manual,Toyota
631,Toyota Corolla Altis,270000,2009,103685,Petrol,Manual,Ford
632,Ford Ecosport 1.5,475000,2013,80000,Diesel,Manual,Tata
633,Tata Nexon 1.2,750000,2019,6000,Petrol,Manual,Tata
634,Tata Zest Premio,680000,2018,100000,Diesel,Manual,Land
635,Land Rover Discovery,4000000,2019,12000,Diesel,Automatic,Toyota
636,Toyota Etios G,380000,2014,54303,Petrol,Manual,Skoda
637,Skoda Superb Elegance,499000,2013,65000,Diesel,Manual,Honda
638,Honda Jazz 1.2,525000,2017,30000,Petrol,Manual,Hyundai
639,Hyundai i20 Magna,535000,2014,10000,Petrol,Manual,Maruti
640,Maruti Dzire VXI,484999,2016,62150,Petrol,Manual,Mahindra
641,Mahindra XUV500 W8,745000,2015,47300,Diesel,Manual,Ford
642,Ford Aspire 1.5,475000,2015,63000,Diesel,Manual,Hyundai
643,Hyundai Grand i10,300000,2014,80000,Diesel,Manual,Volvo
644,Volvo S90 D4,3650000,2016,20400,Diesel,Automatic,Volvo
645,Volvo S60 2015-2020,2050000,2015,37111,Diesel,Automatic,Nissan
646,Nissan Sunny XL,325000,2013,58000,Petrol,Automatic,Toyota
647,Toyota Etios G,335000,2012,44000,Petrol,Manual,Maruti
648,Maruti Alto 800,299000,2016,71000,Petrol,Manual,Maruti
649,Maruti Ertiga SHVS,695000,2017,52000,Diesel,Manual,Nissan
650,Nissan Sunny Diesel,300000,2012,90000,Diesel,Manual,Hyundai
651,Hyundai i20 Asta,400000,2013,70000,Petrol,Manual,Hyundai
652,Hyundai Grand i10,650000,2020,20000,Petrol,Manual,Hyundai
653,Hyundai Grand i10,455000,2015,70000,Diesel,Manual,Toyota
654,Toyota Corolla Altis,500000,2012,90000,Diesel,Manual,Maruti
655,Maruti Wagon R,150000,2008,100000,Petrol,Manual,Honda
656,Honda Amaze S,550000,2018,50000,Petrol,Manual,Hyundai
657,Hyundai i20 Sportz,500000,2015,67000,Diesel,Manual,Hyundai
658,Hyundai Verna 1.6,365000,2013,70000,Diesel,Manual,Honda
659,Honda Amaze S,775000,2019,21100,Petrol,Automatic,Hyundai
660,Hyundai Grand i10,310000,2015,50000,Petrol,Manual,Hyundai
661,Hyundai Venue SX,994999,2019,27594,Petrol,Manual,Hyundai
662,Hyundai i10 Era,190000,2012,70000,Petrol,Manual,Toyota
663,Toyota Innova Crysta,1575000,2016,37000,Diesel,Automatic,Honda
664,Honda WR-V i-VTEC,906000,2019,25000,Petrol,Manual,Ford
665,Ford Ecosport 2015-2021,785000,2017,35000,Diesel,Manual,Maruti
666,Maruti Alto K10,235000,2011,11266,Petrol,Manual,Maruti
667,Maruti XL6 Alpha,1200000,2019,12005,Petrol,Automatic,Mahindra
668,Mahindra Bolero 2011-2019,470000,2013,80000,Diesel,Manual,Honda
669,Honda City 1.5,400000,2011,119000,Petrol,Manual,Kia
670,Kia Seltos HTX,1490000,2020,3500,Petrol,Automatic,Maruti
671,Maruti Baleno Sigma,535000,2019,11000,Petrol,Manual,Skoda
672,Skoda Rapid 1.5,590000,2016,47612,Diesel,Manual,Renault
673,Renault KWID RXL,235000,2016,41000,Petrol,Manual,Hyundai
674,Hyundai Creta 1.6,1250000,2019,21000,Petrol,Manual,Maruti
675,Maruti Wagon R,300000,2015,120000,Petrol,Manual,Chevrolet
676,Chevrolet Beat LT,220000,2013,60000,Petrol,Manual,BMW
677,BMW X1 xDrive,3011000,2019,22450,Diesel,Automatic,Maruti
678,Maruti Swift VXI,615000,2020,10000,Petrol,Manual,Renault
679,Renault KWID RXT,250000,2016,50000,Petrol,Manual,Mahindra
680,Mahindra XUV500 W8,925000,2015,42000,Diesel,Manual,Tata
681,Tata Zest Revotron,470000,2016,10000,Petrol,Manual,Maruti
682,Maruti Swift Dzire,725000,2019,14000,Diesel,Manual,Renault
683,Renault KWID 1.0,350000,2018,10000,Petrol,Manual,Maruti
684,Maruti Wagon R,360000,2017,70000,Petrol,Manual,Mercedes-Benz
685,Mercedes-Benz CLA 200,2100000,2016,38000,Petrol,Automatic,Honda
686,Honda City i,700000,2015,70000,Diesel,Manual,Maruti
687,Maruti Zen Estilo,170000,2008,37600,Petrol,Manual,Mahindra
688,Mahindra XUV500 W7,1300000,2018,50000,Diesel,Automatic,Volkswagen
689,Volkswagen Polo IPL,285000,2011,64471,Petrol,Manual,Maruti
690,Maruti Wagon R,62000,2004,50000,Petrol,Manual,Maruti
691,Maruti Ignis 1.2,550000,2018,20000,Petrol,Automatic,Tata
692,Tata Xenon XT,380000,2016,120000,Diesel,Manual,Honda
693,Honda Amaze E,527000,2017,33869,Petrol,Manual,Fiat
694,Fiat Linea Dynamic,200000,2009,90000,Diesel,Manual,Mahindra
695,Mahindra Bolero 2011-2019,396000,2012,63497,Diesel,Manual,Maruti
696,Maruti Swift Dzire,384000,2014,70000,Petrol,Manual,Hyundai
697,Hyundai i10 Magna,210000,2009,67000,Petrol,Manual,Maruti
698,Maruti Ritz LDi,280000,2012,65000,Diesel,Manual,Maruti
699,Maruti Swift VDI,500000,2015,50000,Diesel,Manual,Toyota
700,Toyota Corolla Altis,1050000,2015,40000,Diesel,Manual,Datsun
701,Datsun RediGO D,210000,2018,20000,Petrol,Manual,Hyundai
702,Hyundai Verna 1.6,425000,2012,57000,Petrol,Manual,Mahindra
703,Mahindra Bolero SLE,425000,2011,30000,Diesel,Manual,Maruti
704,Maruti Swift Dzire,495000,2018,80000,Diesel,Automatic,Maruti
705,Maruti Alto 800,220000,2016,50000,Petrol,Manual,Tata
706,Tata Safari 2005-2017,218000,2011,190000,Diesel,Manual,Mahindra
707,Mahindra Bolero 2011-2019,750000,2018,60000,Diesel,Manual,Maruti
708,Maruti Ciaz AT,715000,2017,60000,Petrol,Automatic,Audi
709,Audi A6 35,1800000,2014,21000,Diesel,Automatic,Renault
710,Renault Pulse Petrol,260000,2013,48000,Petrol,Manual,Audi
711,Audi Q3 35,2450000,2017,10999,Diesel,Automatic,Maruti
712,Maruti Alto 800,350000,2020,5000,Petrol,Manual,Renault
713,Renault KWID RXT,300000,2019,25000,Petrol,Manual,Maruti
714,Maruti Alto K10,168000,2010,100000,Petrol,Manual,Land
715,Land Rover Discovery,2500000,2012,175000,Diesel,Automatic,BMW
716,BMW 5 Series,1350000,2010,65000,Diesel,Automatic,Mercedes-Benz
717,Mercedes-Benz E-Class E250,1400000,2012,86500,Diesel,Automatic,Tata
718,Tata Nano LX,70000,2012,25000,Petrol,Manual,Maruti
719,Maruti Swift Dzire,350000,2012,120000,Diesel,Manual,Tata
720,Tata Indica DLE,105000,2008,50000,Diesel,Manual,Hyundai
721,Hyundai Verna 1.6,480000,2013,76300,Diesel,Manual,Renault
722,Renault KWID Climber,400000,2019,10000,Petrol,Automatic,Hyundai
723,Hyundai Grand i10,495000,2019,36000,Petrol,Manual,Mahindra
724,Mahindra KUV 100,420000,2016,26000,Petrol,Manual,Maruti
725,Maruti Swift Dzire,531000,2018,100000,Diesel,Manual,Tata
726,Tata Xenon XT,680000,2017,60000,Diesel,Manual,Ford
727,Ford Ecosport 2015-2021,800000,2019,4000,Petrol,Manual,Maruti
728,Maruti Swift Dzire,550000,2015,86000,Diesel,Manual,Volkswagen
729,Volkswagen Vento Diesel,465000,2012,81000,Diesel,Manual,Maruti
