,full_name,selling_price,year,km_driven,mileage,engine,max_power,seats,seller_type_Individual,seller_type_Trustmark Dealer,fuel_type_Diesel,fuel_type_Electric,fuel_type_LPG,fuel_type_Petrol,transmission_type_Manual,company
228,Mahindra Bolero 2011-2019 SLX,440000,2011,47000,15.96,2523,62.1,7,0,0,1,0,0,0,1,Mahindra
229,Hyundai i20 Sportz 1.2,450000,2015,50000,18.6,1197,81.83,5,1,0,0,0,0,1,1,Hyundai
230,Maruti Baleno Zeta 1.2,600000,2017,100000,21.4,1197,83.1,5,1,0,0,0,0,1,1,Maruti
231,Maruti Celerio VXI,320000,2014,35000,23.1,998,67.04,5,1,0,0,0,0,1,1,Maruti
232,Hyundai i20 Active 1.4 SX,700000,2016,50000,21.19,1396,88.73,5,1,0,1,0,0,0,1,Hyundai
233,Ford Aspire 1.2 Ti-VCT Titanium,630000,2018,10000,18.16,1196,86.8,5,1,0,0,0,0,1,1,Ford
234,Maruti Alto 800 VXI Airbag,320000,2016,10370,22.74,796,47.3,5,1,0,0,0,0,1,1,Maruti
235,Honda City V MT,465000,2013,62000,16.8,1497,116.3,5,0,0,0,0,0,1,1,Honda
236,Tata Manza Aura Quadrajet BS IV,275000,2011,70000,21.12,1248,88.8,5,1,0,1,0,0,0,1,Tata
237,Nissan Sunny Diesel XL,370000,2013,250000,21.64,1461,84.8,5,1,0,1,0,0,0,1,Nissan
238,Hyundai i20 Sportz 1.2,550000,2016,40000,18.6,1197,81.83,5,1,0,0,0,0,1,1,Hyundai
239,Maruti Swift VVT VXI,445000,2017,60000,22,1197,81.8,5,1,0,0,0,0,1,1,Maruti
240,Tata Safari Storme VX,705000,2013,67231,14,2179,138.1,7,0,0,1,0,0,0,1,Tata
241,Maruti Wagon R CNG LXI BSIV,270000,2013,64000,33.54,998,67.04,5,0,0,0,0,0,0,1,Maruti
242,Nissan Micra Diesel XV,420000,2012,142587,23.08,1461,63.1,5,0,0,1,0,0,0,1,Nissan
243,Honda City i DTec SV,475000,2014,63000,26,1498,98.6,5,0,0,1,0,0,0,1,Honda
244,Toyota Fortuner 4x4 MT,1755000,2015,80000,12.55,2982,168.5,7,1,0,1,0,0,0,1,Toyota
245,Honda City 2017-2020 VTEC,350000,2011,55000,16.9,1497,100,5,0,0,0,0,0,1,1,Honda
246,Hyundai i20 2015-2017 Sportz Option 1.2,575000,2016,11000,18.6,1197,81.83,5,0,0,0,0,0,1,1,Hyundai
247,Toyota Etios Liva GD,466000,2016,66000,23.59,1364,67.06,5,0,0,1,0,0,0,1,Toyota
248,Renault KWID 1.0 RXT Optional,360000,2017,17000,23.01,999,67,5,1,0,0,0,0,1,1,Renault
249,Maruti Alto 800 VXI Optional,275000,2017,25000,24.7,796,47.3,5,1,0,0,0,0,1,1,Maruti
250,Datsun GO Plus D,320000,2016,33350,19.44,1198,67,7,1,0,0,0,0,1,1,Datsun
251,Maruti Omni 5 Str STD,95000,2000,45000,14,796,35,5,1,0,0,0,0,1,1,Maruti
252,Hyundai Grand i10 Magna,370000,2015,62000,18.9,1197,82,5,0,0,0,0,0,1,1,Hyundai
253,Honda Brio E MT,250000,2013,30000,19.4,1198,86.8,5,1,0,0,0,0,1,1,Honda
254,Maruti Swift Dzire ZXi,275000,2009,59000,17.5,1298,85.8,5,1,0,0,0,0,1,1,Maruti
255,Mercedes-Benz GLA AMG 45 4MATIC,1950000,2015,20000,12.33,1991,375.48,5,0,0,0,0,0,1,0,Mercedes-Benz
256,Honda City i VTEC V,550000,2014,86113,17.4,1497,117.3,5,0,0,0,0,0,1,1,Honda
257,Toyota Corolla Altis Diesel D4DG,1325000,2016,45000,21.43,1364,87.2,5,0,0,1,0,0,0,1,Toyota
258,Maruti Swift Dzire VDI,750000,2018,10000,28.4,1248,74.02,5,1,0,1,0,0,0,1,Maruti
259,Nissan Micra XV,290000,2011,70000,18.06,1198,75,5,0,0,0,0,0,1,1,Nissan
260,Maruti Wagon R VXI,272000,2015,92537,20.51,998,67.04,5,1,0,0,0,0,1,1,Maruti
261,Maruti Ciaz 1.3 Alpha,951000,2019,27645,28.09,1248,88.5,5,0,0,1,0,0,0,1,Maruti
262,Maruti Alto K10 2010-2014 VXI,280000,2013,46242,20.92,998,67.1,5,1,0,0,0,0,1,1,Maruti
263,Honda City V MT AVN,545000,2013,70000,16.8,1497,116.3,5,1,0,0,0,0,1,1,Honda
264,Renault KWID RXT,450000,2020,6000,22.3,799,53.26,5,1,0,0,0,0,1,1,Renault
265,Hyundai i20 2015-2017 Magna 1.2,480000,2017,64000,18.6,1197,81.83,5,0,0,0,0,0,1,1,Hyundai
266,Mahindra Scorpio 1.99 S10,1060000,2017,93000,15.4,1997,120,7,0,0,1,0,0,0,1,Mahindra
267,Maruti Alto 800 LXI,235000,2013,26200,22.74,796,47.3,5,0,0,0,0,0,1,1,Maruti
268,Maruti Baleno Zeta 1.2,590000,2017,25000,21.4,1197,83.1,5,1,0,0,0,0,1,1,Maruti
269,Mahindra TUV 300 mHAWK100 T8 Dual Tone,750000,2017,80000,18.49,1493,100,7,1,0,1,0,0,0,1,Mahindra
270,Hyundai Santro AT,71000,2004,110000,19.63826453,999,74.34109969,5,1,0,0,0,0,1,0,Hyundai
271,Mahindra TUV 300 T4,450000,2016,70000,18.49,1493,100,7,1,0,1,0,0,0,1,Mahindra
272,Toyota Fortuner 2016-2021 2.8 2WD AT BSIV,2950000,2018,50000,12.9,2755,174.5,7,0,0,1,0,0,0,0,Toyota
273,Hyundai Santro Xing GLS,110000,2008,80000,17.92,1086,62.1,5,1,0,0,0,0,1,1,Hyundai
274,Mahindra Scorpio M2DI,280000,2007,110000,13.5,2179,115,5,1,0,1,0,0,0,1,Mahindra
275,Audi A4 30 TFSI Premium Plus,1851000,2016,55000,17.84,1395,147.51,5,0,0,0,0,0,1,0,Audi
276,Honda City i-VTEC S,750000,2018,25000,17.4,1497,117.3,5,1,0,0,0,0,1,1,Honda
277,Hyundai Grand i10 Magna,400000,2015,36000,18.9,1197,81.86,5,0,0,0,0,0,1,1,Hyundai
278,Maruti Swift Dzire ZDI,530000,2015,40000,26.59,1248,74,5,1,0,1,0,0,0,1,Maruti
279,Mahindra Thar CRDe,869999,2018,25000,16.55,2498,105,6,1,0,1,0,0,0,1,Mahindra
280,Renault KWID RXL,295000,2018,30038,25.17,799,53.3,5,0,0,0,0,0,1,1,Renault
281,Tata Tiago 1.05 Revotorq XE,370000,2017,53000,27.28,1047,69,5,1,0,1,0,0,0,1,Tata
282,Maruti Swift VXI,530000,2018,5000,21.21,1197,81.8,5,1,0,0,0,0,1,1,Maruti
283,Hyundai Xcent 1.1 CRDi SX Option,600000,2014,41217,24.4,1120,71,5,1,0,1,0,0,0,1,Hyundai
284,Renault KWID Climber 1.0 AMT,350000,2017,35000,24.04,999,67,5,1,0,0,0,0,1,0,Renault
285,Ford Ecosport 1.5 DV5 MT Titanium,470000,2013,62000,22.7,1498,89.84,5,0,0,1,0,0,0,1,Ford
286,Ford Aspire 1.5 TDCi Trend,390000,2015,42000,25.83,1498,99,5,1,0,1,0,0,0,1,Ford
287,Ambassador Avigo 2000 DSZ,115999,2005,120000,13.2,1995,56,5,1,0,1,0,0,0,1,Ambassador
288,Mahindra Scorpio S10 7 Seater,919999,2015,80000,15.4,2179,120,7,1,0,1,0,0,0,1,Mahindra
289,Mahindra XUV500 W8 2WD,550000,2013,60000,15.1,2179,140,7,1,0,1,0,0,0,1,Mahindra
290,Hyundai Verna 1.6 SX,635000,2014,45000,22.32,1582,126.32,5,1,0,1,0,0,0,1,Hyundai
291,Mahindra XUV500 AT W8 FWD,1250000,2017,50000,16,2179,140,7,0,0,1,0,0,0,0,Mahindra
292,Maruti Alto 800 VXI,300000,2018,12000,24.7,796,47.3,5,1,0,0,0,0,1,1,Maruti
293,Honda City i-VTEC CVT V,960000,2018,12000,18,1497,117.6,5,1,0,0,0,0,1,0,Honda
294,Maruti Vitara Brezza VDi Option,750000,2018,15000,24.3,1248,88.5,5,1,0,1,0,0,0,1,Maruti
295,Volkswagen Polo Petrol Trendline 1.2L,249000,2011,63000,16.47,1198,73.9,5,0,0,0,0,0,1,1,Volkswagen
296,Tata Hexa XT,1400000,2018,30000,17.6,2179,153.86,7,1,0,1,0,0,0,1,Tata
297,Ford Figo Diesel ZXI,250000,2011,160800,20,1399,68,5,1,0,1,0,0,0,1,Ford
298,Hyundai Verna 1.6 SX,610000,2014,120000,22.32,1582,126.32,5,1,0,1,0,0,0,1,Hyundai
299,Maruti Zen Estilo VXI BSIII,165000,2010,62821,18.2,998,67.1,5,0,0,0,0,0,1,1,Maruti
300,Ford Ecosport 2015-2021 1.5 Diesel Ambiente,545000,2016,78247,21.7,1498,98.96,5,0,0,1,0,0,0,1,Ford
301,Hyundai Verna 1.6 CRDi EX MT,480000,2013,113000,22.32,1582,126.3,5,1,0,1,0,0,0,1,Hyundai
302,Hyundai i20 2015-2017 Asta Option 1.2,395000,2014,52000,18.6,1197,81.83,5,0,0,0,0,0,1,1,Hyundai
303,Toyota Innova 2.5 G (Diesel) 7 Seater,495000,2012,109000,12.99,2494,100.6,7,0,0,1,0,0,0,1,Toyota
304,Ford Figo Aspire Facelift,550000,2017,15000,19.63826453,1498,99,5,1,0,1,0,0,0,1,Ford
305,Hyundai Grand i10 Asta Option,470000,2017,90000,18.9,1197,82,5,1,0,0,0,0,1,1,Hyundai
306,Tata Indica eXeta eGLX,200000,2011,35000,16.84,1193,64.4,5,1,0,0,0,0,1,1,Tata
307,Skoda Laura 1.9 TDI MT Ambiente,280000,2010,90000,17,1896,105,5,1,0,1,0,0,0,1,Skoda
308,Chevrolet Aveo 1.4 LS Limited Edition,149000,2008,62001,14.4,1399,94,5,0,0,0,0,0,1,1,Chevrolet
309,Volkswagen Polo Diesel Trendline 1.2L,200000,2011,98000,22.07,1199,73.9,5,0,0,1,0,0,0,1,Volkswagen
310,Hyundai i20 Active 1.4 SX,699000,2016,20000,21.19,1396,88.73,5,1,0,1,0,0,0,1,Hyundai
311,Toyota Corolla Altis 1.8 G,315000,2010,57000,14.28,1798,138.03,5,0,0,0,0,0,1,1,Toyota
312,Maruti Wagon R VXI,340000,2014,21717,20.51,998,67.04,5,1,0,0,0,0,1,1,Maruti
313,Renault Duster 85PS Diesel RxL,500000,2014,40000,20.45,1461,83.8,5,1,0,1,0,0,0,1,Renault
314,Honda City i-VTEC ZX,1050000,2017,50000,17.14,1497,117.6,5,1,0,0,0,0,1,1,Honda
315,Renault Duster 110PS Diesel RxZ,600000,2016,90000,19.6,1461,108.45,5,1,0,1,0,0,0,1,Renault
316,Fiat Avventura Urban Cross 1.3 Multijet Active,478000,2017,90000,20.5,1248,91.72,5,1,0,1,0,0,0,1,Fiat
317,Maruti Swift VXI Optional,491000,2017,27876,20.4,1197,81.8,5,0,0,0,0,0,1,1,Maruti
318,Land Rover Discovery Sport Si4 HSE,2890000,2016,56000,12.63,1999,177,5,0,0,0,0,0,1,0,Land
319,Hyundai i10 Asta,160000,2008,57215,20.36,1197,78.9,5,1,0,0,0,0,1,1,Hyundai
320,Hyundai Venue SX Turbo BSIV,985000,2019,5400,18.27,998,118.35,5,0,0,0,0,0,1,1,Hyundai
321,Maruti Swift Dzire VDI,500000,2014,60000,23.4,1248,74,5,1,0,1,0,0,0,1,Maruti
322,Tata Tiago 1.2 Revotron XT,335000,2017,24800,23.84,1199,84,5,1,0,0,0,0,1,1,Tata
323,Maruti Alto LXi BSIII,85000,2005,70000,19.7,796,46.3,5,1,0,0,0,0,1,1,Maruti
324,Honda BRV i-DTEC VX MT,950000,2016,59450,21.9,1498,98.6,7,0,0,1,0,0,0,1,Honda
325,Honda Jazz VX CVT,740000,2018,20000,17.1,1199,88.51,5,0,0,0,0,0,1,0,Honda
326,Tata Indica Vista Terra 1.4 TDI,200000,2010,90000,17,1405,71,5,1,0,1,0,0,0,1,Tata
327,Maruti Swift VXI,375000,2013,34553,22,1197,81.8,5,0,0,0,0,0,1,1,Maruti
328,Maruti Vitara Brezza VDi,810000,2018,40000,24.3,1248,88.5,5,1,0,1,0,0,0,1,Maruti
329,Volkswagen Polo Petrol Trendline 1.2L,173000,2010,350000,16.47,1198,73.9,5,1,0,0,0,0,1,1,Volkswagen
330,Maruti Vitara Brezza VDi,700000,2017,50000,24.3,1248,88.5,5,1,0,1,0,0,0,1,Maruti
331,Mahindra KUV 100 mFALCON D75 K4,310000,2016,70000,25.32,1198,77,6,1,0,1,0,0,0,1,Mahindra
332,Mahindra Scorpio 1.99 S4,850000,2017,120000,15.4,1997,120,7,1,0,1,0,0,0,1,Mahindra
333,Hyundai i20 Era 1.4 CRDi,285000,2013,90000,22.54,1396,88.76,5,1,0,1,0,0,0,1,Hyundai
334,Maruti Swift Dzire VDI,450000,2014,120000,23.4,1248,74,5,1,0,1,0,0,0,1,Maruti
335,Hyundai Creta 1.6 CRDi SX,1100000,2017,80000,19.67,1582,126.2,5,1,0,1,0,0,0,1,Hyundai
336,Mahindra Xylo E4 BS IV,350000,2011,155000,14,2498,112,7,1,0,1,0,0,0,1,Mahindra
337,Mahindra Scorpio 1.99 S6 Plus,1080000,2017,30000,15.4,1997,120,7,1,0,1,0,0,0,1,Mahindra
338,Honda City i DTEC V,530000,2014,66100,26,1498,98.6,5,0,0,1,0,0,0,1,Honda
339,Maruti Swift Dzire VDI,680000,2017,50000,28.4,1248,74.02,5,1,0,1,0,0,0,1,Maruti
340,Mahindra Scorpio 1.99 S4 Plus,1025000,2017,42000,15.4,1997,120,7,0,0,1,0,0,0,1,Mahindra
341,Hyundai i20 1.2 Spotz,650000,2017,55000,18.6,1197,81.83,5,1,0,0,0,0,1,1,Hyundai
342,Hyundai i10 Magna,194000,2012,110699,20.36,1197,78.9,5,0,0,0,0,0,1,1,Hyundai
343,Maruti Baleno Delta Automatic,686000,2019,5000,21.4,1197,83.1,5,1,0,0,0,0,1,0,Maruti
344,Maruti Alto 800 LXI,200000,2016,50000,22.74,796,47.3,5,1,0,0,0,0,1,1,Maruti
345,Maruti Swift Dzire VXI,250000,2010,44000,19.1,1197,85.8,5,0,0,0,0,0,1,1,Maruti
346,Maruti Vitara Brezza VDi Option,730000,2018,90000,24.3,1248,88.5,5,1,0,1,0,0,0,1,Maruti
347,Hyundai Verna 1.6 VTVT SX,650000,2016,55000,17.01,1591,121.3,5,0,0,0,0,0,1,1,Hyundai
348,Maruti Vitara Brezza ZDi Plus Dual Tone,790000,2017,45000,24.3,1248,88.5,5,0,0,1,0,0,0,1,Maruti
349,Maruti Baleno Zeta 1.2,620000,2017,30000,21.4,1197,83.1,5,1,0,0,0,0,1,1,Maruti
350,Hyundai Verna 1.6 VTVT,509999,2013,50000,17.01,1591,121.3,5,1,0,0,0,0,1,1,Hyundai
351,Hyundai Santro Xing XL,114999,2005,120000,19.63826453,1086,74.34109969,5,1,0,0,0,0,1,1,Hyundai
352,Maruti Eeco 5 Seater AC BSIV,375000,2013,20000,15.37,1196,73,5,1,0,0,0,0,1,1,Maruti
353,Nissan Terrano XV 110 PS,525000,2015,69000,19.01,1461,108.5,5,0,0,1,0,0,0,1,Nissan
354,Maruti Swift Dzire AMT VXI,620000,2017,19843,21.21,1197,81.8,5,0,1,0,0,0,1,0,Maruti
355,Tata Indigo LS (TDI) BS-III,270000,2014,20000,19.09,1405,69.01,5,1,0,1,0,0,0,1,Tata
356,Ford Endeavour 3.0L 4X4 AT,950000,2011,30000,11.4,2953,153.86,7,1,0,1,0,0,0,0,Ford
357,Toyota Innova Crysta 2016-2020 2.4 G MT,1450000,2017,52300,13.68,2393,147.51,7,0,0,1,0,0,0,1,Toyota
358,Honda City i VTEC CVT SV,844999,2016,40000,18,1497,117.3,5,1,0,0,0,0,1,0,Honda
359,Maruti Swift Dzire LDI,390000,2014,61500,23.4,1248,74,5,0,0,1,0,0,0,1,Maruti
360,Honda Amaze S i-Vtech,395000,2015,59000,18,1198,86.7,5,0,0,0,0,0,1,1,Honda
361,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,450000,2018,40000,18.9,1197,81.86,5,1,0,0,0,0,1,1,Hyundai
362,Audi A6 2.0 TDI,1700000,2013,60000,17.68,1968,174.33,5,1,0,1,0,0,0,0,Audi
363,Hyundai Grand i10 Magna,325000,2013,61000,18.9,1197,82,5,0,0,0,0,0,1,1,Hyundai
364,Mahindra KUV 100 mFALCON D75 K4,350000,2016,70000,25.32,1198,77,6,1,0,1,0,0,0,1,Mahindra
365,Mahindra XUV500 W8 2WD,650000,2013,63000,15.1,2179,140,7,0,0,1,0,0,0,1,Mahindra
366,Mercedes-Benz E-Class E 200 CGI,1250000,2012,58000,12.3,1796,185,5,0,0,0,0,0,1,1,Mercedes-Benz
367,Maruti Zen Estilo VXI BSIV,220000,2013,40000,19,998,67.1,5,1,0,0,0,0,1,1,Maruti
368,Mahindra Quanto C8,350000,2015,49000,17.21,1493,100,7,1,0,1,0,0,0,1,Mahindra
369,Maruti Swift Dzire VDI,750000,2017,22000,28.4,1248,74.02,5,1,0,1,0,0,0,1,Maruti
370,Honda City 1.5 V MT,299000,2010,57977,17,1497,118,5,0,0,0,0,0,1,1,Honda
371,Hyundai Xcent 1.1 CRDi Base,378000,2016,70000,24.4,1120,71,5,1,0,1,0,0,0,1,Hyundai
372,Land Rover Range Rover Evoque Convertible HSE Dynamic,7000000,2018,13000,12.19,1997,237.36,4,0,0,0,0,0,1,0,Land
373,Mini Cooper 3 DOOR S,1325000,2012,67000,17.33,1998,189.08,4,0,0,0,0,0,1,0,Mini
374,Maruti Ertiga VDI,524000,2014,48242,20.77,1248,88.76,7,0,0,1,0,0,0,1,Maruti
375,Ford Figo Diesel EXI,169000,2012,68000,20,1399,68.05,5,0,0,1,0,0,0,1,Ford
376,Maruti Ertiga ZDI,500000,2014,40000,20.77,1248,88.8,7,1,0,1,0,0,0,1,Maruti
377,Audi Q7 2006-2020 3.0 TDI Quattro Premium Plus,2000000,2012,98000,12.07,2967,241.4,7,0,0,1,0,0,0,0,Audi
378,Maruti Swift Dzire VDI,380000,2013,113450,23.4,1248,74,5,1,0,1,0,0,0,1,Maruti
379,Maruti Wagon R AMT VXI,400000,2018,80000,20.51,998,67,5,1,0,0,0,0,1,0,Maruti
380,Hyundai Santro Sportz SE AMT BSIV,565000,2020,1000,20.3,1086,68,5,0,0,0,0,0,1,0,Hyundai
381,Maruti Wagon R VXI,335000,2015,20292,20.51,998,67.04,5,0,0,0,0,0,1,1,Maruti
382,Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,300000,2010,67900,12.05,2179,120,7,0,0,1,0,0,0,1,Mahindra
383,Chevrolet Beat Diesel LS,200000,2012,70000,25.44,936,57.6,5,1,0,1,0,0,0,1,Chevrolet
384,Mahindra Scorpio 1.99 S10,1051000,2015,40000,15.4,1997,120,7,0,0,1,0,0,0,1,Mahindra
385,Hyundai Grand i10 1.2 CRDi Sportz Option,509999,2017,60000,24,1186,73.97,5,1,0,1,0,0,0,1,Hyundai
386,Renault KWID Climber 1.0 AMT,370000,2018,25000,24.04,999,67,5,1,0,0,0,0,1,0,Renault
387,Maruti Wagon R LXI,200000,2006,70000,18.9,998,67.1,5,1,0,0,0,0,1,1,Maruti
388,Maruti Baleno Delta 1.3,625000,2018,21000,27.39,1248,74,5,1,0,1,0,0,0,1,Maruti
389,Mahindra Scorpio S7 140 BSIV,1290000,2018,39000,16.36,2179,140,7,0,0,1,0,0,0,1,Mahindra
390,Hyundai Creta 1.6 E Plus,890000,2017,30000,15.8,1591,121.3,5,0,0,0,0,0,1,1,Hyundai
391,Hyundai Verna 1.6 CRDI,420000,2012,61000,22.32,1582,126.3,5,0,0,1,0,0,0,1,Hyundai
392,Maruti Swift LXI Optional-O,500000,2017,5743,20.4,1197,83.11,5,0,1,0,0,0,1,1,Maruti
393,Nissan Terrano XL Plus 85 PS,750000,2017,44000,20.45,1461,83.8,5,0,0,1,0,0,0,1,Nissan
394,Hyundai Grand i10 1.2 Kappa Asta,600000,2018,24200,18.9,1197,81.86,5,1,0,0,0,0,1,1,Hyundai
395,Maruti Baleno Delta 1.3,590000,2017,57000,27.39,1248,74,5,1,0,1,0,0,0,1,Maruti
396,Hyundai i10 Magna,190000,2011,58000,20.36,1197,78.9,5,0,0,0,0,0,1,1,Hyundai
397,Datsun GO Plus T Option BSIV,500000,2017,15000,19.44,1198,67,7,1,0,0,0,0,1,1,Datsun
398,Maruti Celerio ZXI Optional,450000,2017,10000,23.1,998,67.04,5,1,0,0,0,0,1,1,Maruti
399,Mahindra NuvoSport N8,550000,2016,70000,17.45,1493,100,7,1,0,1,0,0,0,1,Mahindra
400,Chevrolet Beat LT,170000,2011,65000,18.6,1199,79.4,5,0,0,0,0,0,1,1,Chevrolet
401,Mahindra XUV500 W6 2WD,650000,2015,100000,15.1,2179,140,7,1,0,1,0,0,0,1,Mahindra
402,BMW Z4 M40i,8250000,2020,2000,11.29,2998,335,2,0,0,0,0,0,1,0,BMW
403,Maruti Wagon R VXI Opt 1.2,500000,2020,10000,20.52,1197,81.8,5,1,0,0,0,0,1,1,Maruti
404,Hyundai Xcent 1.2 Kappa AT SX Option,500000,2015,10000,16.9,1197,82,5,1,0,0,0,0,1,0,Hyundai
405,Maruti Alto LXi,140000,2009,43000,19.7,796,46.3,5,1,0,0,0,0,1,1,Maruti
406,Honda Amaze S Plus i-VTEC,349000,2013,64000,18,1198,86.7,5,0,0,0,0,0,0,1,Honda
407,Maruti Wagon R VXI with ABS,325000,2014,30000,20.51,998,67.06,5,1,0,0,0,0,1,1,Maruti
408,Honda City i VTEC S,434999,2014,63000,17.8,1497,117.3,5,0,0,0,0,0,1,1,Honda
409,Maruti Celerio VXI CNG BSIV,455000,2018,28000,31.79,998,58.33,5,0,0,0,0,0,0,1,Maruti
410,Land Rover Discovery HSE Luxury 3.0 Si6,6200000,2018,25000,9.17,2995,335.25,7,1,0,0,0,0,1,0,Land
411,Honda City i VTEC V,755000,2017,32226,17.8,1497,117.3,5,0,0,0,0,0,1,1,Honda
412,Renault Koleos 2.0 Diesel,650000,2013,63432,13.73,1995,148,5,0,0,1,0,0,0,0,Renault
413,Audi A3 cabriolet 40 TFSI Premium Plus,4000000,2018,8000,16.6,1798,177,4,0,0,0,0,0,1,0,Audi
414,Honda Brio V MT,250000,2013,80000,19.4,1198,86.8,5,1,0,0,0,0,1,1,Honda
415,Maruti Alto K10 VXI,245000,2014,65000,23.95,998,67.05,5,1,0,0,0,0,1,1,Maruti
416,Kia Seltos HTK Plus D,1350000,2019,14000,20.8,1493,113.4,5,0,0,1,0,0,0,1,Kia
417,Tata Indigo LX (TDI) BS III,215000,2013,90760,19.09,1396,69,5,1,0,1,0,0,0,1,Tata
418,Tata Indigo LX (TDI) BS-III,400000,2016,80000,19.09,1405,69.01,5,1,0,1,0,0,0,1,Tata
419,Renault KWID AMT RXL,310000,2018,15000,24.04,999,67,5,1,0,0,0,0,1,0,Renault
420,Toyota Fortuner 4X2 AT,1235000,2012,85000,19.63826453,2694,163.05,7,0,0,0,0,0,1,0,Toyota
421,Renault Captur 1.5 Diesel RXT,1265000,2018,12851,20.37,1461,108.45,5,1,0,1,0,0,0,1,Renault
422,BMW 6 Series GT 630i Luxury Line,5500000,2018,30000,14.28,1998,254.7,4,1,0,0,0,0,1,0,BMW
423,Toyota Land Cruiser 200 V8 Petrol,9200000,2016,80000,9,4461,285.4,8,0,0,0,0,0,1,0,Toyota
424,Maruti Swift Dzire VDi,675000,2018,32000,19.3,1248,73.9,5,0,0,1,0,0,0,1,Maruti
425,Maruti Wagon R VXI 1.2,500000,2019,30000,20.52,1197,81.8,5,1,0,0,0,0,1,1,Maruti
426,Hyundai i10 Sportz Option,300000,2010,25000,20.36,1197,78.9,5,1,0,0,0,0,1,1,Hyundai
427,Mahindra Scorpio S10 AT 2WD,1450000,2016,35000,15.4,2179,120,7,1,0,1,0,0,0,0,Mahindra
428,Mahindra Scorpio VLX 4WD BSIV,530000,2013,140000,12.05,2179,120,8,1,0,1,0,0,0,1,Mahindra
429,Ford Ecosport 1.5 DV5 MT Titanium,575000,2014,65597,22.7,1498,89.84,5,0,1,1,0,0,0,1,Ford
430,Hyundai Santro Xing GL CNG,240000,2012,61785,17,1086,74.34109969,5,0,0,0,0,0,0,1,Hyundai
431,Hyundai i20 2015-2017 Sportz 1.2,550000,2017,35000,18.6,1197,81.83,5,1,0,0,0,0,1,1,Hyundai
432,Maruti Ciaz VDi Plus,500000,2014,160000,26.21,1248,88.5,5,1,0,1,0,0,0,1,Maruti
433,Maruti Baleno Delta,643000,2020,7124,21.01,1197,81.8,5,1,0,0,0,0,1,1,Maruti
434,Ford Ecosport 2015-2021 S Petrol BSIV,1000000,2019,15000,18.1,999,123.24,5,1,0,0,0,0,1,1,Ford
435,Hyundai Xcent 1.2 CRDi S,611000,2018,22979,25.4,1186,73.97,5,0,0,1,0,0,0,1,Hyundai
436,Toyota Etios Liva GD,310000,2014,150000,23.59,1364,67.04,5,1,0,1,0,0,0,1,Toyota
437,Hyundai Grand i10 Asta,550000,2016,34000,18.9,1197,82,5,1,0,0,0,0,1,1,Hyundai
438,Renault Scala Diesel RxZ Travelogue,350000,2015,42000,21.64,1461,84.8,5,0,0,1,0,0,0,1,Renault
439,Volkswagen Vento Diesel Trendline,300000,2011,280000,20.54,1598,103.6,5,1,0,1,0,0,0,1,Volkswagen
440,Tata Tigor 1.2 Revotron XT,470000,2018,40000,20.3,1199,84,5,1,0,0,0,0,1,1,Tata
441,Honda City i DTec V,525000,2014,77000,26,1498,98.6,5,0,0,1,0,0,0,1,Honda
442,Datsun GO Plus T Option BSIV,469000,2017,15000,19.44,1198,67,7,1,0,0,0,0,1,1,Datsun
443,Maruti Alto K10 2010-2014 VXI,210000,2012,60000,20.92,998,67.1,5,1,0,0,0,0,1,1,Maruti
444,Maruti Alto 800 LXI,200000,2013,120000,22.74,796,47.3,5,1,0,0,0,0,1,1,Maruti
445,Renault KWID 1.0 RXT Optional,400000,2019,2500,23.01,999,67,5,1,0,0,0,0,1,1,Renault
446,Jaguar XF 2.2 Litre Luxury,2150000,2013,50000,16.36,2179,187.7,5,0,0,1,0,0,0,0,Jaguar
447,Maruti Celerio ZXI,340000,2016,46500,23.1,998,67.04,5,1,0,0,0,0,1,1,Maruti
448,Maruti Alto LXi BSIII,95000,2005,5000,19.7,796,46.3,5,1,0,0,0,0,1,1,Maruti
449,Audi Q3 35 TDI Quattro Premium Plus,2050000,2015,69000,15.73,1968,174.33,5,0,0,1,0,0,0,0,Audi
450,Maruti Swift VDI,381000,2012,68000,22.9,1248,74,5,1,0,1,0,0,0,1,Maruti
451,Mercedes-Benz C-Class C 250 CDI Elegance,775000,2011,45000,14.94,2143,204,5,0,0,1,0,0,0,0,Mercedes-Benz
452,Maruti Swift Dzire VDI,700000,2017,20000,28.4,1248,74.02,5,1,0,1,0,0,0,1,Maruti
453,Maruti Ciaz Alpha Diesel,675000,2017,106000,28.09,1248,88.5,5,0,0,1,0,0,0,1,Maruti
454,Honda City i VTEC CVT SV,670000,2015,28000,18,1497,117.3,5,0,0,0,0,0,1,0,Honda
455,Mahindra XUV500 W6 2WD,1050000,2018,50000,16,2179,140,7,1,0,1,0,0,0,1,Mahindra
456,Renault Scala Diesel RxL,315000,2014,70000,21.64,1461,84.8,5,0,0,1,0,0,0,1,Renault
457,BMW X5 xDrive 30d xLine,7900000,2019,19000,13.38,2993,265,5,1,0,1,0,0,0,0,BMW
458,Honda City 1.5 S MT,360000,2011,55000,17,1497,118,5,0,0,0,0,0,1,1,Honda
459,Ford Figo 1.5D Ambiente ABS MT,400000,2017,53000,25.83,1498,99,5,1,0,1,0,0,0,1,Ford
